Total_Investment,Total_Risk,Total_Cost,Discount_Rate,CIP_Cost,Repair_Cost,Emergency_Cost,Nominal_Investment,Nominal_Risk,Nominal_Total,Total_Breaks,CIP_Count,Emergency_Count,CIP_To_Emergency_Ratio,Mean_Budget_Utilization,Zero_Spend_Years,Breaks_Per_Mile_Year,Investment_Share_Of_Total,Nominal_Investment_Share,Yr1_2_Emergency_Vs_Annual_Mean,Yr1_2_Emergency_Count,Max_Annual_Emergency_Count,Mean_Unfundable_Per_Year,N_Replicates,Total_Cost_SD,Backlog_Pipes,Backlog_Length_Ft,Backlog_Share_Of_Network,Backlog_Cleared_By_CIP,Backlog_Cleared_By_Emergency,Backlog_Emergency_Cost,Backlog_Never_Cleared,Backlog_Years_To_Clear,Emergency_degradation,Emergency_break_failure,Emergency_break_damage
29371822.691349395,27097800.454081345,56469623.14543074,0.03,83159527.45544378,325000.0,70080914.36735,83159527.45544378,70405914.36735,153565441.82279378,65,431,8,53.875,0.4161738422352683,6,0.029897610665103474,0.5201349160008698,0.5415250102389924,6.25,1,1,0.1,5,3081165.557219721,128,31299.591091670005,0.32989690721649484,124,4,11320221.32885,0,32.0,3,5,0
