Year,PipeID,Action,PreCondition,PostCondition,Condition_Before,Priority,Cost,Length,Diameter,Material,NewMaterial,Breaks
7,P899,Break_Event,4.364516362803567,4.064516362803567,4.364516362803567,0.0,5000.0,53.97092106,6.0,DI,,1
8,P1145,Emergency_Replacement,1.0,6.0,1.0,0.0,557761.38056,697.2017257,6.0,CI,HDPE,0
8,P1531,Break_Event,2.9307475103645215,2.6307475103645217,2.9307475103645215,0.0,5000.0,547.9230252,6.0,DI,,1
8,P1535,Break_Event,4.104413215426787,3.804413215426787,4.104413215426787,0.0,5000.0,5347.609294,6.0,DI,,1
8,P1249,Break_Event,1.464940734717489,1.164940734717489,1.464940734717489,0.0,5000.0,519.2414619,6.0,AC,,1
8,P1221,Emergency_Replacement,1.0,6.0,1.0,0.0,184765.90736,230.9573842,8.0,AC,HDPE,0
8,P1221,Break_Event,1.165690889009118,1.0,1.165690889009118,0.0,5000.0,230.9573842,8.0,AC,,1
8,P1145,Break_Event,1.5280174383607459,1.0,1.5280174383607459,0.0,5000.0,697.2017257,6.0,CI,,1
8,P1325,Break_Event,2.852423282045421,2.5524232820454213,2.852423282045421,0.0,5000.0,493.6419591,6.0,AC,,1
8,P1225,Emergency_Replacement,1.0,6.0,1.0,0.0,187438.40832000002,234.2980104,8.0,AC,HDPE,0
8,P1165,Emergency_Replacement,1.0,6.0,1.0,0.0,442829.82152000006,553.5372769,6.0,AC,HDPE,0
8,P1151,Emergency_Replacement,1.0,6.0,1.0,0.0,192212.30896,240.2653862,6.0,AC,HDPE,0
8,P1135,Emergency_Replacement,1.0,6.0,1.0,0.0,57568.064816000006,71.96008102,8.0,AC,HDPE,0
8,P1131,Emergency_Replacement,1.0,6.0,1.0,0.0,903838.5568,1129.798196,8.0,AC,HDPE,0
8,P1093,Emergency_Replacement,1.0,6.0,1.0,0.0,201654.74296,252.0684287,6.0,AC,HDPE,0
8,P1059,Emergency_Replacement,1.0,6.0,1.0,0.0,73544.361632,91.93045204,6.0,CI,HDPE,0
8,P1545,Emergency_Replacement,1.0,6.0,1.0,0.0,23983.938248000002,29.97992281,2.0,GI,HDPE,0
9,P1533,Break_Event,2.3830687680316025,2.0830687680316027,2.3830687680316025,0.0,5000.0,178.6956353,6.0,DI,,1
9,P1521,Break_Event,2.9518613527831907,2.651861352783191,2.9518613527831907,0.0,5000.0,2366.177441,6.0,DI,,1
